col1,FieldID,ra,dec,mtot_all,ntns,mtot,sfrtot,ngal,lum,BGLT_orig,mindist,selected
15963,16017,11.78563,-20.76039,5.8983174144E10,1.2381342513536533,1.38134863872E11,26.560819625854492,8.0,2.0713858248051444E-5,true,55.53,true
15966,16020,24.17521,15.78308,4.8413436928E10,0.0,6.5255809024E10,3.9351041316986084,4.0,2.295666198878585E-4,true,10.0434,true
15971,16025,49.56779,-66.49814,5.3400172288E10,0.0,7.3902153728E10,5.5639119148254395,3.0,7.720830700679575E-6,true,72.4037,true
15972,16026,101.28313,-26.88394,9.3636648448E10,0.0,2.30223937536E11,13.598832130432129,6.0,1.2551558461889985E-4,true,24.8291,true
15976,16030,186.97583,12.47125,3.31454629727E11,0.0,2.19931672576E11,10.350336074829102,11.0,2.3656942266106684E-7,true,11.1509,true
15979,16033,185.30922,15.14889,6.11832858725E10,0.0,3.23669065728E11,19.875621795654297,9.0,6.216303946082068E-7,true,11.1491,true
16012,16066,200.28416,-31.52917,1.51649169173E11,0.7462994621055177,4.8590127104E11,27.174766540527344,13.0,6.567989492433136E-5,true,33.6756,true
16024,16078,199.72838,-21.03911,1.63073781504E11,1.244160554460605,6.4399556608E10,6.610935688018799,4.0,3.905082237210893E-5,true,5.1595,true
16028,16082,79.16167,-37.10253,2.0319471872E11,0.0,2.9156605952E11,16.516204833984375,8.0,8.405423997673112E-5,false,18.0006,true
16036,16090,13.1765,-31.20583,5.743727488E11,0.0,3.44307695616E11,43.65310287475586,16.0,6.395767558939531E-5,false,22.8818,true
16037,16091,65.00175,-54.93781,8.9524232704E10,1.8099133881905685,8.9524232192E10,2.760721206665039,3.0,1.7935925351967048E-4,true,10.6099,true
16043,16104,211.87418,-27.01778,1.520738043456E12,2.763128139589702,1.116279406592E12,73.30645751953125,22.0,4.061862907145958E-5,true,72.241,true
16047,16108,157.03749,-35.6,7.10167641296E11,0.0,3.0940381184E11,12.980426788330078,10.0,6.357903219024196E-5,true,27.8715,true
16052,16113,50.21946,-19.28849,1.72268873216E11,0.6034753777664359,1.38664214528E11,9.913948059082031,5.0,1.1242484066451914E-5,true,16.1817,true
16061,16122,198.84984,-16.38556,7.44633308272E11,1.1487693272930777,4.1793683456E11,29.25600242614746,11.0,1.97161801892007E-5,true,17.9772,true
16063,16124,330.50787,-31.86989,3.58054705728E11,0.0,3.47056013312E11,13.881307601928711,11.0,8.625552418151011E-5,true,31.039,true
16065,16126,287.84845,-57.04956,1.19360646048E11,1.8099133881905685,3.41960196096E11,10.192179679870605,10.0,9.506419039961923E-5,true,23.4423,true
16066,16127,198.21599,-43.09618,5.261774848E11,0.0,2.70182662144E11,18.55006980895996,13.0,5.752423043572258E-5,true,28.0531,true
16072,16133,211.47899,-33.68773,1.204237361408E12,0.0,8.47535865856E11,45.359375,25.0,5.6275279861879675E-5,true,36.9865,true
