col1,FieldID,ra,dec,mtot_all,ntns,mtot,sfrtot,ngal,flux,mindist,BGLT_orig,score,selected
3857,3858,345.0,-34.12823,5.527854451657812E11,0.0,6.1473325056E11,23.619417190551758,14.0,3.32526251317385E-5,23.4868,false,2.8855076168778115,true
3875,3876,19.38461,-32.55437,6.35346028096E11,3.795558079957621,8.28398436352E11,27.671449661254883,30.0,4.7104629624640675E-5,48.6457,false,4.055140763314061,true
3956,3957,168.92308,-32.55437,5.48150765568E11,0.7591116159915242,1.15568631808E11,2.49774432182312,4.0,1.408782354191763E-4,7.2086,false,2.6390697124586815,true
3977,3978,207.69231,-32.55437,8.5674779392E11,0.0,7.37842233344E11,6.554861545562744,27.0,1.4074996238246008E-5,51.745,false,2.6018117571268107,true
3979,3980,211.38461,-32.55437,1.100833024384E12,0.7591116159915242,1.822877024256E12,27.179590225219727,26.0,2.3910633304175347E-5,60.6486,false,3.5371817648202146,true
4059,4060,359.0769,-32.55437,3.322874545521875E10,0.0,1.73661126656E11,10.029064178466797,5.0,2.719845797185282E-4,3.4308,false,3.724003328481235,true
4070,4071,18.18182,-30.98052,1.101518724352E12,0.0,8.36571037696E11,30.1685791015625,31.0,3.9609210941077634E-5,68.0601,true,3.89971668995722,true
4083,4084,41.81818,-30.98052,1.238436627072E12,1.478914797359917,5.70568081408E11,15.839025497436523,15.0,1.9286794092823072E-4,15.4532,false,4.8216401007754754,true
4141,4142,147.27274,-30.98052,3.66480890624E11,0.0,2.76436189184E11,13.373757362365723,4.0,2.0755095937893592E-4,11.4592,false,3.4385267430006383,true
4174,4175,207.27274,-30.98052,8.85654213248E11,0.7394573986799585,7.65575102464E11,30.179441452026367,31.0,4.3762721755453044E-5,51.2861,true,3.969471999937767,true
4271,4272,24.17911,-29.40667,3.44611659776E11,2.159805783874494,5.83540867072E11,32.50605773925781,6.0,1.2337422229897433E-4,25.7473,false,3.550434847300723,true
4370,4371,201.49254,-29.40667,3.91701628224E11,0.0,8.93980311552E11,72.74427795410156,21.0,2.952926934890618E-5,56.4582,false,3.271398296812375,true
4372,4373,205.07463,-29.40667,2.53272636656E11,0.7199352612914981,1.79700187136E11,8.820003509521484,6.0,6.289548187949919E-6,56.2341,false,-0.19260034771091483,true
4457,4458,357.31342,-29.40667,1.288121359872E12,0.0,1.007549218816E12,7.3706889152526855,23.0,1.9045641237381104E-5,111.6929,false,2.926210940839905,true
4464,4465,8.82353,-27.83282,4.46168964096E11,0.0,4.43979169792E11,12.705302238464355,8.0,4.364299093031707E-5,22.0314,false,2.5533288334828175,true
4516,4517,100.58823,-27.83282,2.36785143424E11,0.0,1.96538597376E11,13.541793823242188,5.0,1.5257733967485244E-4,25.4919,false,3.1501129567603456,true
4549,4550,158.82353,-27.83282,1.023667621504E12,1.401295133720857,1.556716191744E12,37.947330474853516,53.0,8.147436452855624E-5,31.404,true,5.418313636345815,true
4550,4551,160.58824,-27.83282,3.87405568128E11,1.401295133720857,5.72558344192E11,10.948612213134766,12.0,3.933468428249998E-5,26.1818,false,2.9031214120475024,true
4574,4575,202.94118,-27.83282,2.750541681408E12,0.7006475668604285,2.49738952704E12,34.00856018066406,45.0,2.2949519565477742E-5,43.3444,false,4.105845309375107,true
4647,4648,331.76471,-27.83282,8.561858051369375E11,0.0,5.63009552384E11,34.9139404296875,13.0,2.8585871368701564E-5,35.3951,false,2.6187810558778164,true
4661,4662,356.47058,-27.83282,3.085252513792E12,1.401295133720857,1.090170519552E12,9.801901817321777,41.0,2.5924859072651613E-5,97.7237,true,3.797353157690427,true
4749,4750,150.43478,-26.25896,3.65898918E10,0.0,3.6567887872E10,0.4071046710014343,1.0,7.504106530731204E-6,43.6259,false,-2.2486526463921077,true
